Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps	AvgRewardFunctionLoss
177.9640760421753	10	8.22143183516431	2.835409650729597	14.981698081568835	0.3160287705556163	160000	37261.598
389.7879514694214	20	697.7978821357091	3.156571445514798	704.0128908113236	675.9147149914749	320000	102156.195
642.3318059444427	30	2106.568218705666	52.774087984778404	2201.3685493770995	1983.2606716365474	480000	231915.89
915.6575226783752	40	2814.358106863552	29.442633865756832	2874.546387396475	2733.6887357966225	640000	513993.4
1210.844177722931	50	3010.2441728740923	66.3664685084544	3117.7615404428407	2659.0166759016797	800000	815824.8
1505.661447763443	60	3299.8138234143717	40.22561420478673	3394.1558981591497	3202.520601313662	960000	1077951.4
1807.1833908557892	70	3506.278649652615	37.06662026528665	3583.7502401408537	3406.2197678962357	1120000	1248494.4
2113.9688007831573	80	3928.132187216854	30.718942111944596	3992.9910576257594	3814.485569440983	1280000	1415616.1
2433.3198792934418	90	3968.7078097376443	23.241415084525602	4014.9847822327265	3907.0216197144287	1440000	1594256.5
