AverageReward,MaxRewardRollout,MinRewardRollout,StdRewards,Iteration,Time,timesteps
170.21330301467725,264.2551165632984,-0.3089059394996449,115.39380284735479,10,18.97392702102661,80000
501.44286138291,671.2687680230036,-0.7775722743873443,280.9468676648037,20,36.56148028373718,160000
